,gnomAD_continental,gnomAD_eur,gnomAD_eas,1kGP_amr,1kGP_afr,1kGP_eas,1kGP_eur,1kGP_sas,1kGP_continental,SGDP_continental,total
823_M17-815_P_ST-00005460,"[0.9902807474136353, 0.0002069103211397305, 0.0005238267476670444, 2.7371977466827957e-06, 0.008946995250880718, 3.880391886923462e-05]","[4.53654339e-06 9.15418196e-05 1.65565616e-05 5.92343934e-03
 1.30974759e-04 2.76322980e-03 1.67167047e-05]",[1.55713316e-07 6.54132038e-07 1.92735233e-06],[1.45476636e-01 4.04886587e-05 1.89423108e-04 4.53000773e-05],"[1.27656441e-01 1.54725148e-04 5.87365639e-05 3.68557392e-05
 3.50344521e-05 3.62677942e-05 6.92985500e-01]","[3.46734484e-05 6.75645290e-05 1.30878962e-03 4.72819127e-04
 2.30863224e-04]",[1.40319607e-06 7.15603340e-05 1.77390629e-02 1.37369682e-05],"[1.29231316e-02 3.24697453e-05 4.53412123e-05 2.15264368e-05
 3.21648551e-04]","[0.01782576339368325, 0.0021147099487300023, 0.1457518482003375, 0.01334411757156083, 0.8209635608856884]","[0.8151571870378163, 0.007461905680291538, 0.013559605540135232, 0.018239890487319173, 0.06904125589114184, 0.020759182798773933, 0.05578097256452182]","[(['eur', 'afr'], [0.008946995250880718, 0.9902807474136353]), (['nfe_seu', 'nfe_nwe'], [0.0027632298017860046, 0.0059234393432807675]), (['eas_kor', 'eas_oea'], [6.541320375713748e-07, 1.9273523322502998e-06]), (['Peruvian in Lima, Peru', 'Puerto Rican in Puerto Rico'], [0.0001894231083806085, 0.14547663635604435]), (['African Caribbean in Barbados', 'African Ancestry in Southwest US'], [0.12765644108741778, 0.6929855001011799]), (['Han Chinese in Bejing, China', 'Kinh in Ho Chi Minh City, Vietnam'], [0.00047281912701813773, 0.0013087896200831264]), (['Finnish in Finland', 'Iberian populations in Spain'], [7.156033403554502e-05, 0.01773906289540754]), (['Gujarati Indian in Houston,TX', 'Punjabi in Lahore,Pakistan'], [0.0003216485505992549, 0.012923131626560235]), (['amr', 'afr'], [0.1457518482003375, 0.8209635608856884]), (['WestEurasia', 'Africa'], [0.06904125589114184, 0.8151571870378163])]"
